Symbol,Strategy Name,Name of security,Status,Action,Quantity|Face Value,Price,Timing,Fill Price,Fill Price is Average,Time and Date(ET),Last Activity Date(ET),Reinvest Capital Gains,Order Number
DASH,,DOORDASH INC A,Canceled,Buy,15 Shares,Limit $200.58,Day,-,No,9:54 AM 02/13/2025,9:55 AM 02/13/2025,,1002765899007
DASH,,DOORDASH INC A,Canceled,Sell,4 Shares,Stop market $195.08,GTC,-,No,8:47 AM 02/13/2025,9:55 AM 02/13/2025,,1002764826472
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Buy,50 Shares,Limit $85.18,Day,-,No,2:50 PM 02/12/2025,3:25 PM 02/12/2025,,1002762906351
TPR,,TAPESTRY INC,Canceled,Buy,4 Shares,Limit $83.91,Day,-,No,11:44 AM 02/12/2025,2:54 PM 02/12/2025,,1002760094882
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Buy,4 Shares,Limit $95.17,Day,-,No,2:48 PM 02/12/2025,2:48 PM 02/12/2025,,1002762906285
DASH,,DOORDASH INC A,Canceled,Buy,4 Shares,Stop market $198.73,Day,-,No,11:17 AM 02/12/2025,11:17 AM 02/12/2025,,1002759273761
DASH,,DOORDASH INC A,Canceled,Buy,4 Shares,Stop market $198.86,Day,-,No,11:16 AM 02/12/2025,11:16 AM 02/12/2025,,1002759273736
NFLX,,NETFLIX INC,Canceled,Sell,4 Shares,Stop market $988.25,GTC,-,No,11:13 AM 02/12/2025,11:14 AM 02/12/2025,,1002759273578
NFLX,,NETFLIX INC,Canceled,Sell,4 Shares,Stop market $986.58,GTC,-,No,2:22 PM 02/09/2025,11:13 AM 02/12/2025,,1002740198134
FTNT,,FORTINET INC,Canceled,Sell,5 Shares,Stop market $102.27,GTC,-,No,2:21 PM 02/09/2025,11:12 AM 02/12/2025,,1002740198133
CHKP,,CHECK POINT SOFTWARE,Canceled,Sell,4 Shares,Stop market $210.54,GTC,-,No,11:09 AM 02/11/2025,11:11 AM 02/12/2025,,1002751248507
SE,,SEA LTD A ADR,Canceled,Sell,5 Shares,Stop market $120.16,GTC,-,No,2:22 PM 02/10/2025,10:19 AM 02/12/2025,,1002746098621
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $197.90,GTC,-,No,5:48 PM 02/10/2025,10:18 AM 02/12/2025,,1002747361071
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $413.62,GTC,-,No,5:45 PM 02/10/2025,10:16 AM 02/12/2025,,1002747361067
CALM,,CAL MAINE FOODS INC,Canceled,Sell,8 Shares,Stop market $109.64,GTC,-,No,11:21 AM 02/11/2025,10:15 AM 02/12/2025,,1002751249220
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $193.52,GTC,-,No,10:14 AM 02/07/2025,5:48 PM 02/10/2025,,1002732808655
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $404.92,GTC,-,No,2:19 PM 02/09/2025,5:45 PM 02/10/2025,,1002740198132
GTLB,,GITLAB INC A,Canceled,Buy,20 Shares,Limit $71.83,Day,-,No,2:09 PM 02/10/2025,2:09 PM 02/10/2025,,1002746098178
TMUS,,T-MOBILE US INC,Canceled,Sell,5 Shares,Stop market $240.86,GTC,-,No,9:55 AM 02/07/2025,1:56 PM 02/10/2025,,1002731847282
MDB,,MONGODB INC A,Canceled,Sell,4 Shares,Stop market $275.76,GTC,-,No,2:12 PM 02/09/2025,9:42 AM 02/10/2025,,1002740198131
NFLX,,NETFLIX INC,Canceled,Sell,4 Shares,Stop market $975.03,GTC,-,No,2:49 PM 02/05/2025,2:22 PM 02/09/2025,,1002719713214
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $399.51,GTC,-,No,2:47 PM 02/05/2025,2:19 PM 02/09/2025,,1002719713152
MDB,,MONGODB INC A,Canceled,Sell,4 Shares,Stop market $270.52,GTC,-,No,1:43 PM 02/07/2025,2:12 PM 02/09/2025,,1002736760790
CART,,MAPLEBEAR INC,Canceled,Sell,15 Shares,Stop market $47.79,GTC,-,No,1:57 PM 02/07/2025,2:10 PM 02/09/2025,,1002736761269
PAYX,,PAYCHEX INC,Canceled,Sell,5 Shares,Stop market $145.21,GTC,-,No,8:46 AM 02/05/2025,2:31 PM 02/07/2025,,1002713658725
ONON,,ON HLDG AG A,Canceled,Sell,15 Shares,Stop market $56.90,GTC,-,No,4:52 PM 02/05/2025,2:30 PM 02/07/2025,,1002721019317
FTNT,,FORTINET INC,Canceled,Buy,5 Shares,Limit $108.77,Day,-,No,1:19 PM 02/07/2025,1:24 PM 02/07/2025,,1002736760232
FTNT,,FORTINET INC,Canceled,Buy,5 Shares,Limit $108.71,Day,-,No,1:19 PM 02/07/2025,1:19 PM 02/07/2025,,1002736760223
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,25 Shares,Stop market $77.24,GTC,-,No,8:30 AM 02/05/2025,11:16 AM 02/07/2025,,1002713658631
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,40 Shares,Stop market $83.26,GTC,-,No,9:52 AM 02/03/2025,11:14 AM 02/07/2025,,1002698204124
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $192.55,GTC,-,No,10:05 AM 02/06/2025,10:14 AM 02/07/2025,,1002723113960
TMUS,,T-MOBILE US INC,Canceled,Sell,5 Shares,Stop market $230.90,GTC,-,No,3:46 PM 02/05/2025,9:55 AM 02/07/2025,,1002721018488
SFM,,SPROUTS FMRS MKT INC,Canceled,Sell,3 Shares,Stop market $152.92,GTC,-,No,8:56 AM 02/05/2025,9:53 AM 02/07/2025,,1002713658770
ADBE,,ADOBE INC,Canceled,Sell,2 Shares,Stop market $434.16,GTC,-,No,4:45 PM 02/05/2025,9:50 AM 02/07/2025,,1002721019301
TEAM,,ATLASSIAN CORP A,Canceled,Sell,2 Shares,Stop market $295.90,GTC,-,No,10:38 AM 02/03/2025,7:58 PM 02/06/2025,,1002699149665
GTLB,,GITLAB INC A,Canceled,Sell,5 Shares,Stop market $69.24,GTC,-,No,8:52 AM 02/05/2025,7:56 PM 02/06/2025,,1002713658750
CTAS,,CINTAS CORP,Canceled,Sell,10 Shares,Stop market $198.32,GTC,-,No,2:40 PM 02/04/2025,7:54 PM 02/06/2025,,1002711574344
CAVA,,CAVA GROUP INC,Canceled,Sell,2 Shares,Stop market $137.54,GTC,-,No,8:45 AM 02/05/2025,7:53 PM 02/06/2025,,1002713658723
LULU,,LULULEMON ATHLETICA,Canceled,Sell,10 Shares,Stop market $407.64,Day,-,No,3:43 PM 02/06/2025,3:43 PM 02/06/2025,,1002728683775
CDW,,CDW CORP,Canceled,Sell,10 Shares,Stop market $198.07,GTC,-,No,12:23 PM 02/06/2025,3:42 PM 02/06/2025,,1002726486951
ONON,,ON HLDG AG A,Canceled,Sell,15 Shares,Stop market $54.50,GTC,-,No,9:37 AM 02/03/2025,4:52 PM 02/05/2025,,1002697340813
DASH,,DOORDASH INC A,Canceled,Sell,4 Shares,Stop market $183.01,GTC,-,No,3:18 PM 01/30/2025,4:50 PM 02/05/2025,,1002684719070
ADBE,,ADOBE INC,Canceled,Sell,2 Shares,Stop market $430.02,GTC,-,No,3:28 PM 01/30/2025,4:45 PM 02/05/2025,,1002684719325
ISRG,,INTUITIVE SURGICAL I,Canceled,Sell,3 Shares,Stop market $580.06,Day,-,No,2:53 PM 02/05/2025,4:05 PM 02/05/2025,,1002719713308
TMUS,,T-MOBILE US INC,Canceled,Sell,3 Shares,Stop market $230.90,GTC,-,No,12:30 PM 02/05/2025,3:46 PM 02/05/2025,,1002718488468
RBRK,,RUBRIK INC A,Canceled,Buy,10 Shares,Limit $75.22,Day,-,No,3:44 PM 02/05/2025,3:44 PM 02/05/2025,,1002721018426
NFLX,,NETFLIX INC,Canceled,Sell,4 Shares,Stop market $964.28,GTC,-,No,8:53 AM 02/05/2025,2:49 PM 02/05/2025,,1002713658761
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $384.14,GTC,-,No,10:05 AM 02/04/2025,2:47 PM 02/05/2025,,1002707188341
SFM,,SPROUTS FMRS MKT INC,Canceled,Sell,3 Shares,Stop market $149.22,GTC,-,No,2:13 PM 01/29/2025,8:56 AM 02/05/2025,,1002675248024
NFLX,,NETFLIX INC,Canceled,Sell,2 Shares,Stop market $950.66,GTC,-,No,11:57 AM 01/29/2025,8:53 AM 02/05/2025,,1002672701820
GTLB,,GITLAB INC A,Canceled,Sell,5 Shares,Stop market $68.23,GTC,-,No,2:37 PM 01/30/2025,8:52 AM 02/05/2025,,1002683579890
CDW,,CDW CORP,Canceled,Buy,5 Shares,Limit $207.00,Day,-,No,8:37 AM 02/05/2025,8:37 AM 02/05/2025,,1002713658665
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,25 Shares,Stop market $73.24,GTC,-,No,9:13 AM 02/03/2025,8:30 AM 02/05/2025,,1002696323529
TMDX,,TRANSMEDICS GROUP IN,Canceled,Buy,3 Shares,Limit $70.90,Day,-,No,10:04 AM 02/04/2025,4:05 PM 02/04/2025,,1002707188293
TMDX,,TRANSMEDICS GROUP IN,Canceled,Buy,3 Shares,Limit $71.76,Day,-,No,10:03 AM 02/04/2025,10:04 AM 02/04/2025,,1002707188257
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $384.14,Day,-,No,3:26 PM 02/03/2025,3:26 PM 02/03/2025,,1002703403885
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,80 Shares,Stop market $83.26,GTC,-,No,9:11 AM 02/03/2025,9:52 AM 02/03/2025,,1002696323512
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,25 Shares,Stop market $78.01,GTC,-,No,8:57 AM 02/03/2025,9:14 AM 02/03/2025,,1002696323368
ONON,,ON HLDG AG A,Canceled,Sell,15 Shares,Stop market $59.08,Day,-,No,2:30 PM 01/31/2025,4:05 PM 01/31/2025,,1002693153897
RDDT,,REDDIT INC A,Canceled,Sell,3 Shares,Stop market $179.01,GTC,-,No,12:46 PM 01/28/2025,12:42 PM 01/31/2025,,1002665897142
HOOD,,ROBINHOOD MKTS INC A,Canceled,Sell,10 Shares,Stop market $48.50,GTC,-,No,3:55 PM 01/29/2025,12:38 PM 01/31/2025,,1002676854400
FOUR,,SHIFT4 PMTS INC A,Canceled,Sell,3 Shares,Stop market $112.83,GTC,-,No,3:21 PM 01/29/2025,12:36 PM 01/31/2025,,1002676058838
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,1 Shares,Stop market $375.13,GTC,-,No,12:13 PM 01/28/2025,12:34 PM 01/31/2025,,1002665896242
CART,,MAPLEBEAR INC,Canceled,Sell,15 Shares,Stop market $44.71,GTC,-,No,9:40 AM 01/30/2025,12:33 PM 01/31/2025,,1002678722457
BROS,,DUTCH BROS INC A,Canceled,Sell,15 Shares,Stop market $59.81,GTC,-,No,2:07 PM 01/29/2025,12:32 PM 01/31/2025,,1002674553758
BILL,,BILL HOLDINGS INC,Canceled,Sell,4 Shares,Stop market $91.25,GTC,-,No,9:24 AM 01/28/2025,12:31 PM 01/31/2025,,1002661636482
APP,,APPLOVIN CORP A,Canceled,Sell,1 Shares,Stop market $343.08,GTC,-,No,7:28 PM 01/29/2025,12:30 PM 01/31/2025,,1002676855657
ADBE,,ADOBE INC,Canceled,Buy,2 Shares,Limit $448.07,Day,-,No,3:27 PM 01/30/2025,3:27 PM 01/30/2025,,1002684719305
DOCU,,DOCUSIGN INC,Canceled,Sell,7 Shares,Stop market $91.40,GTC,-,No,2:02 PM 01/28/2025,3:19 PM 01/30/2025,,1002667118842
DASH,,DOORDASH INC A,Canceled,Sell,4 Shares,Stop market $176.01,GTC,-,No,5:32 PM 01/28/2025,3:18 PM 01/30/2025,,1002669028950
VIK,,VIKING HLDGS LTD,Canceled,Sell,10 Shares,Stop market $47.44,GTC,-,No,3:19 PM 01/29/2025,2:42 PM 01/30/2025,,1002676058746
TTWO,,TAKE-TWO INTERACTIVE,Canceled,Sell,4 Shares,Stop market $184.08,GTC,-,No,12:56 PM 01/27/2025,2:40 PM 01/30/2025,,1002656947810
GTLB,,GITLAB INC A,Canceled,Sell,5 Shares,Stop market $66.11,GTC,-,No,12:45 PM 01/28/2025,2:37 PM 01/30/2025,,1002665897112
ANGO,,ANGIODYNAMICS INC,Canceled,Sell,10 Shares,Stop market $11.84,GTC,-,No,11:17 AM 01/30/2025,11:18 AM 01/30/2025,,1002681480815
CART,,MAPLEBEAR INC,Canceled,Sell,20 Shares,Stop market $44.71,GTC,-,No,12:12 PM 01/28/2025,9:40 AM 01/30/2025,,1002665896218
CART,,MAPLEBEAR INC,Canceled,Sell,5 Shares,Limit $49.62,Day,-,No,9:40 AM 01/30/2025,9:40 AM 01/30/2025,,1002678722482
CART,,MAPLEBEAR INC,Canceled,Sell,5 Shares,Limit $49.53,Day,-,No,9:39 AM 01/30/2025,9:39 AM 01/30/2025,,1002678722428
